id,video,title,upload_date,channel,views,description,chapters,segments,date_updated
101,ifocm7GboXI,[4K] Driving in the Sahara Desert - Merzouga to Midelt (MA),19122022.0,UCZmohFzCdAAlAcHZgI0x-vw,1041,"A drive across the Moroccan Sahara from Merzouga near the border with Algeria, famous for its sand dunes and star gazing to the foothills of the Atlas Mountains.  0:00 - Morocco Tours 1:06 - N13 3:10 - R702 10:55 - Green Oil 11:38 - R702 41:43 - Avenue Moulay el Hassan / R702 43:04 - Avenue Moulay Ismail / N13 45:31 - N13 1:25:19 - Vallée de Ziz 1:26:20 - N13 1:49:51 - Unnamed Road 1:58:46 - N13","[{'title': 'Morocco Tours', 'timestamp': '0:00:00'}, {'title': 'N13', 'timestamp': '0:01:06'}, {'title': 'R702', 'timestamp': '0:03:10'}, {'title': 'Green Oil', 'timestamp': '0:10:55'}, {'title': 'R702', 'timestamp': '0:11:38'}, {'title': 'Avenue Moulay el Hassan / R702', 'timestamp': '0:41:43'}, {'title': 'Avenue Moulay Ismail / N13', 'timestamp': '0:43:04'}, {'title': 'N13', 'timestamp': '0:45:31'}, {'title': 'Vallée de Ziz', 'timestamp': '1:25:19'}, {'title': 'N13', 'timestamp': '1:26:20'}, {'title': 'Unnamed Road', 'timestamp': '1:49:51'}, {'title': 'N13', 'timestamp': '1:58:46'}]",2,3062025
102,bjuZftl3a_Q,"[4K] Raw Video - Driving from Marrakech to Essaouira - Morocco, Summer 2021 من مراكش إلى الصويرة",3102021.0,UCH6oz_zZce99-aJu1KOZ4Tg,4960,"Recording with my GoPro HERO8 Black I purchased the bundle here:  https://www.amazon.com/shop/tewfikb Thank you for subscribing...  💻 For business inquiries: 👉 rawvids4k@gmail.com 👈  ⌨️ Some options for a wireless keyboard that you can use with the firestick, or Android Box: 🔸 https://amzn.to/2Q0VnFV 🔸 https://amzn.to/2tziv71 🔸 https://amzn.to/2M8PRjy  📌 Interesting stuff you'll like. 🔹 https://amzn.to/34hz1VX 🔹 https://amzn.to/35x3dOl 🔹 https://amzn.to/2qQyIn9  🛑My VPN choice: 👉 http://bit.ly/purevpnTewfik 👈  💵 Visit this page for Tech buying options: 💲 https://www.amazon.com/shop/tewfikb  💲 🔴 https://amzn.to/2EBVMtA 🔴 https://amzn.to/2MfFhcW 🔴 https://amzn.to/2YUmiGl 🔴 https://amzn.to/2WzUYjj  📎 Kindle Unlimited Membership Plans 👉 https://amzn.to/338ORRY 👈  📎 Create Amazon Business Account 👉 https://amzn.to/2KGpu3I 👈  📎 Try Prime Discounted Monthly Offering 👉 https://amzn.to/2Xv6c6A 👈  📎 Try Amazon Home Services 👉 https://amzn.to/2O8hOcB 👈  🔓Try Amazon Prime 30-Day Free Trial 👍 https://amzn.to/2KIZO6C 👍  📎 Join Amazon Family 30-Day Free Trial  👉 https://amzn.to/2KGrusK 👈  📎 Shop Amazon - Create an Amazon Baby Registry 👉 https://amzn.to/2O5Kjrd 👈",[],2,22112025
103,55-rBgI1MUA,"Driving from Ocho Rios, Jamaica to Kingston, Jamaica",31052024.0,UCRK36g-UxXwxJQm-4MUCbiA,1979,,[],2,22112025
104,EMAl__iUD_U,Bukovec - Hranice (657km) /srpen2025/,10082025,UCXAMx3D3UqiM5aukWNiISYA,1001,Bukovec - Třinec - Český Těšín - Havířov - Ostrava - Opava - Bruntál - Šumperk - Mohelnice - Moravská Třebová - Litomyšl - D35 - D11 - D0(Praha) - D6 - Karlovy Vary - D6 - Cheb - Aš - Hranice,[],21,24042026
105,-uk7xrIf-m4,"Brikama to Soma | 150km Beautiful Highway Drive in Gambia 2024 | Greenery, Villages, & Clouds Africa",21092024,UCdLwwg5FvjEdsIw1_b0C7GA,3959,"Trans-Gambia Highway Drive in Rainy Season 2024 | Brikama to Soma | 150km of Pure Greenery  Gambia's Trans-Gambia Highway | Beautiful Rainy Drive from Brikama to Soma | Greenery and Clouds  150km Trans-Gambia Highway Drive | Rainy Season | Beautiful Green Villages & Stunning Sky  Brikama to Soma | 150km Highway Drive in Gambia | Greenery, Villages, and Clouds | 2024  Gambia’s Most Beautiful Road: Trans-Gambia Highway in Rainy Season | Brikama to Soma Drive  Stunning Rainy Drive on Trans-Gambia Highway | Brikama to Soma | Greenery & Cloudy Skies  Trans-Gambia Highway 150km Journey | Green Villages and Scenic Clouds | Rainy Season Drive  Exploring Gambia's Trans-Gambia Highway | 150km Rainy Season Drive | Brikama to Soma  Rainy Season Beauty on Trans-Gambia Highway | Brikama to Soma Full Drive | 2024 Updates  Gambia Rainy Season Drive | 150km Trans-Gambia Highway Journey | Beautiful Greenery & Clouds  Description:  Embark on a 150km scenic drive along the Trans-Gambia Highway from Brikama to Soma during the beautiful rainy season of 2024. This video captures the lush green surroundings, picturesque villages, and the mesmerizing cloud-filled sky. The journey takes you through one of Gambia's most beautiful highways, showcasing the country’s natural beauty during the rainy season. Enjoy the peaceful drive, the fresh greenery, and the refreshing rainy atmosphere that brings life to Gambia's landscapes. Perfect for those who love nature and road trip explorations  #Tags:   #TransGambiaHighway #GambiaRainySeason #GreeneryDrive #BrikamaToSoma #GambiaRoadTrip #BeautifulGambia #GambiaHighways #RainyDrive2024 #GambiaVillages #CloudySky #RoadTripVlog #NatureDrive #GambiaDevelopment #TravelGambia #ExploreGambia #RainySeasonExploration #TransGambiaTour",[],20,24042026
106,6Vq5nFz1GqM,,,,0,,,16,24042026
107,qz7w3i--nlQ,5 Hour FULL-length POV drive from Christchurch to Waikawa on New Zealand State Highway 1,10102024,UCcwGwvM5iPB9IvtTnMTVcEg,4349,"Enjoy this FULL-length POV (Point Of View) drive from Christchurch to Waikawa on New Zealand's State Highway 1 🛑Please Subscribe➤http://bit.ly/-STV  Sit Back, Relax, and Enjoy watching this FULL-length scenic road trip video in 4K quality. This Relaxing Video is best watched on a 4K big-screen TV with your legs stretched out on a big comfy couch. Optional, mute the video sound and play your favorite music along with the video.  ***** Route Info ***** ◎ Drive Date: January 2024 ◎ Start: City of Christchurch, New Zealand ◎ End: Town of Waikawa, New Zealand ◎ Drive Distance from Christchurch to Waikawa: 342 km / 212 mi ◎ Drive Time from Christchurch to Waikawa: 5 Hour 9 Minutes ◎ Route: https://maps.app.goo.gl/6GPJ79nPNaBMPjieA  ***** Places and Interesting points along the route ***** • 0:00 - City of Christchurch, New Zealand • 18:26 - New Zealand State Highway 74 (Motorway) • 23:11 - New Zealand State Highway 1 (Motorway) • 29:21 - New Zealand State Highway 1 • 31:34 - Town of Woodend, New Zealand • 35:59 - Town of Waikuku, New Zealand • 51:52 - Town of Amberley, New Zealand • 1:38:35 - Town of Domett, New Zealand • 1:43:31 - Town of Cheviot, New Zealand • 1:51:37 - Hamlet of Spotswood, New Zealand • 1:54:03 - Town of Parnassus, New Zealand • 2:36:28 - Town of Peketā, New Zealand • 2:37:10 - Kaikoura Airport • 2:43:35 - Town of Kaikōura, New Zealand • 3:33:58 - Village of Kekerengu, New Zealand • 3:34:52 - Kekerengu Beach • 3:54:18 - Town of Ward, New Zealand • 4:10:18 - Town of Seddon, New Zealand • 4:30:47 - Town of Blenheim, New Zealand • 4:37:58 - Town of Spring Creek, New Zealand • 4:40:52 - Town of Tuamarina, New Zealand • 4:51:04 - Picton Airport • 4:57:54 - Town of Picton, New Zealand • 5:04:59 - Town of Waikawa, New Zealand • 5:07:44 - Waikawa Marina, New Zealand  ▶️Website: https://sigistravelvideos.com ▶️My Trips on Google My Maps: https://bit.ly/SigisTrips","[{'title': 'City of Christchurch, New Zealand', 'timestamp': '0:00:00'}, {'title': 'New Zealand State Highway 74 (Motorway)', 'timestamp': '0:18:26'}, {'title': 'New Zealand State Highway 1 (Motorway)', 'timestamp': '0:23:11'}, {'title': 'New Zealand State Highway 1', 'timestamp': '0:29:21'}, {'title': 'Town of Woodend, New Zealand', 'timestamp': '0:31:34'}, {'title': 'Town of Waikuku, New Zealand', 'timestamp': '0:35:59'}, {'title': 'Town of Amberley, New Zealand', 'timestamp': '0:51:52'}, {'title': 'Town of Domett, New Zealand', 'timestamp': '1:38:35'}, {'title': 'Town of Cheviot, New Zealand', 'timestamp': '1:43:31'}, {'title': 'Hamlet of Spotswood, New Zealand', 'timestamp': '1:51:37'}, {'title': 'Town of Parnassus, New Zealand', 'timestamp': '1:54:03'}, {'title': 'Town of Peketā, New Zealand', 'timestamp': '2:36:28'}, {'title': 'Kaikoura Airport', 'timestamp': '2:37:10'}, {'title': 'Town of Kaikōura, New Zealand', 'timestamp': '2:43:35'}, {'title': 'Village of Kekerengu, New Zealand', 'timestamp': '3:33:58'}, {'title': 'Kekerengu Beach', 'timestamp': '3:34:52'}, {'title': 'Town of Ward, New Zealand', 'timestamp': '3:54:18'}, {'title': 'Town of Seddon, New Zealand', 'timestamp': '4:10:18'}, {'title': 'Town of Blenheim, New Zealand', 'timestamp': '4:30:47'}, {'title': 'Town of Spring Creek, New Zealand', 'timestamp': '4:37:58'}, {'title': 'Town of Tuamarina, New Zealand', 'timestamp': '4:40:52'}, {'title': 'Picton Airport', 'timestamp': '4:51:04'}, {'title': 'Town of Picton, New Zealand', 'timestamp': '4:57:54'}, {'title': 'Town of Waikawa, New Zealand', 'timestamp': '5:04:59'}, {'title': 'Waikawa Marina, New Zealand', 'timestamp': '5:07:44'}]",14,24042026
108,dVsQPJXgb4Q,"Driving from Naarden to Nieuwkoop, Netherlands🇳🇱",20062022,UCcwGwvM5iPB9IvtTnMTVcEg,13483,"Today you will be in the driver's seat while driving from Naarden to Nieuwkoop in the Netherlands, aka Holland 🛑Please Subscribe➤http://bit.ly/-STV  Sit Back, Relax and Enjoy watching this FULL-length scenic road trip video in 4K quality. This Relaxing Video is best watched on a 4K big-screen TV with your legs stretched out on a big comfy couch. Optional, mute the video sound and play your favorite music along with the video.  ---------- Route Info ---------- ◎ Drive Date: May 2, 2022 ◎ Start: Naarden, Netherlands ◎ End: Nieuwkoop, Netherlands ◎ Drive Distance: 40 km / 25 mi ◎ Drive Time: 1 Hour 18 Minutes ◎ Route: https://goo.gl/maps/xrnUu2shHT6jkDPN6  ---------- Places and Interesting points along the route ---------- • 0:00 - Naarden, Netherlands • 11:53 - Bussum, Netherlands • 13:46 - Hilversumse Meent, Netherlands • 16:44 - 's-Graveland, Netherlands • 19:11 - Ankeveen, Netherlands • 29:25 - Kortenhoef, Netherlands • 32:37 - Oud-Loosdrecht, Netherlands • 40:02 - Loenen aan de Vecht, Netherlands • 42:38 - Nieuwersluis, Netherlands • 46:03 - Breukelen, Netherlands • 1:04:46 - Woerdense Verlaat, Netherlands • 1:08:01 - Noorden, Netherlands • 1:16:02 - Nieuwkoop, Netherlands  ◉Website: http://SigisTravelVideos.com  ***Other YouTube Channels*** 🔹VMC Aviation Videos: https://bit.ly/3dBD5a7 🔹NO BULL 4K Road Trips: https://bit.ly/3a3VNGK​​ 🔹4K Scenic Relaxation: https://bit.ly/3tJXAZC​​ 🔹iLoveMyCats: https://bit.ly/3711vY1​  #Naarden #Nieuwkoop #Netherlands #Holland #RoadTrip #Screensaver #DriversView #TravelVideo #CarDrive #Travel #DashCam #ScenicDrive #RoadTravel","[{'title': 'Naarden, Netherlands', 'timestamp': '0:00:00'}, {'title': 'Bussum, Netherlands', 'timestamp': '0:11:53'}, {'title': 'Hilversumse Meent, Netherlands', 'timestamp': '0:13:46'}, {'title': ""'s-Graveland, Netherlands"", 'timestamp': '0:16:44'}, {'title': 'Ankeveen, Netherlands', 'timestamp': '0:19:11'}, {'title': 'Kortenhoef, Netherlands', 'timestamp': '0:29:25'}, {'title': 'Oud-Loosdrecht, Netherlands', 'timestamp': '0:32:37'}, {'title': 'Loenen aan de Vecht, Netherlands', 'timestamp': '0:40:02'}, {'title': 'Nieuwersluis, Netherlands', 'timestamp': '0:42:38'}, {'title': 'Breukelen, Netherlands', 'timestamp': '0:46:03'}, {'title': 'Woerdense Verlaat, Netherlands', 'timestamp': '1:04:46'}, {'title': 'Noorden, Netherlands', 'timestamp': '1:08:01'}, {'title': 'Nieuwkoop, Netherlands', 'timestamp': '1:16:02'}]",13,24042026
109,QApo1-yPUzc,Zaboravljeni putovi BiH 🚗 | Starim putem Zenica → Sarajevo – Scenic Drive,15022025,UCI2ICOR8o5duyoq-UMJaVDw,561,"Krenuli smo starim putem od Zenice do Sarajeva, prolazeći kroz Kakanj, Visoko, Ilijaš i brojna druga naselja. Ova regionalna cesta pruža jedinstven ugođaj vožnje kroz prelijepu Bosnu i Hercegovinu, uz zanimljive pejzaže i historijske lokalitete. Kako izgleda ova ruta danas? Pogledajte u videu!  📌 Ruta: Zenica – Kakanj – Visoko – Ilijaš – Sarajevo 📌 Cesta: Stari put (regionalna cesta) 📌 Dužina rute: ~70 km 📌 Vrijeme putovanja: ~1h 30min  🛑 Ne zaboravite lajkati, komentarisati i pretplatiti se na kanal!  #Zenica #Sarajevo #Kakanj #Visoko #Ilijaš #Vožnja #Bosna #CesteBiH #StariPut #Putovanje  Na našem kanalu možete: ✅ Istražiti skrivene dragulje naše zemlje ✅ Naučiti o sigurnosti u saobraćaju i korisnim aplikacijama za vozače ✅ Gledati arhivske snimke i priče s puteva ✅ Uživati u intervjuima s vozačima i stručnjacima  📌 Ne propustite i našu rubriku ""Grehota bi bila da se baci"" – svaki dan u 9h donosimo priče koje će vas inspirisati!  🎥 Pretplatite se na kanal i postanite dio naše zajednice ljubitelja Bosne i Hercegovine! Kliknite zvonce za obavijesti o novim videima. 🔔  🔗 Pogledajte više i pridružite nam se na ovom putovanju. Vaša podrška čini razliku! ❤️  Pretplatite se sada i zavirite u svaki kutak Bosne i Hercegovine kroz naš objektiv! Vaša priča počinje ovdje. 👇 #BHroadstories #BosnaiHercegovina #Putovanja‪  Pratite nas na društvenim mrežama: Facebook stranica: https://www.facebook.com/people/BH-Road-Stories/100063943599462/ Facebook grupa: https://www.facebook.com/groups/251788405985251   @BHRoadStoriesBH    ╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ ║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ ╠╗║╚╝║║╠╗║╚╣║║║║║═╣ ╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",[],13,24042026
110,ur4gHPEx0nY,"Driving - 05-04-2024 - 🇳🇱 - Running Errands, Visiting People",02062024,UCUUPDaFc0ENkfBIJhCfGmdg,542,"I needed to run some long-distance errands, and I thought I might as well visit some friends and family on the way  0:00 - Eindhoven, Center (Mauritsstraat & Vonderweg) 2:29 - Eindhoven, Center (Fellenoord) 5:23 - Eindhoven, Tongelre (Prof. Dr. Dorgelolaan) 8:19 - N270 - Eindhoven, Tongelre (Eisenhowerlaan) 10:05 - A270 / N270 - Between Eindhoven and Helmond 14:11 - N270 - Helmond, West & 't Hout (Europaweg) 18:12 - N270 - Helmond, Binnenstad (Kasteel-Traverse) 19:55 - N270 - Helmond, Oost & Rijpelberg (Deurnseweg) 24:20 - N270 - Between Helmond and Deurne 28:36 - N270 - Deurne (Helmondsingel) 31:37 - N270 - Between Deurne and Venray 44:09 - Leunen (Zuivelweg & Leunseweg) 45:29 - Venray, Brukske (Leunseweg) 46:26 - Venray, Centrum-Oost (Zuidsingel & Oostsingel) 49:22 - Venray, Landweert (Nieuwe Maasheseweg) 51:15 - Venray, Landweert (Keizersveld) 55:26 - Venray, Landweert (Nieuwe Maasheseweg) 56:23 - Venray, Centrum-Oost (Oostsingel & Stationsweg) 58:12 - Venray, Centrum (Julianasingel & Paterslaan) 1:00:29 - Venray, Centrum-West (Langstraat) 1:02:46 - Between Venray and Heide (Heidseweg) 1:04:12 - Heide (Heidseweg & Heidseschoolweg) 1:04:51 - Between Heide and Deurne (Heidseschoolweg) 1:06:11 - N270 - Between Heide and Deurne 1:15:30 - N270 - Deurne (Helmondsingel) 1:19:11 - Deurne (Binderendreef & Vlierdensedreef) 1:23:23 - Between Deurne and Asten (Vlierdensedreef & Deurneseweg) 1:29:25 - A67 - Between Asten and Eindhoven 1:39:42 - A67 / A2 - Randweg Eindhoven 1:45:16 - A67 - Between Eindhoven and Hapert 1:52:51 - N284 - Between Hapert and Bladel 2:00:25 - Bladel (Europalaan & Helleneind) 2:03:28 - Between Bladel and Hulsel (Hulselseweg) 2:05:59 - Hulsel (Willibrordlaan & Vooreind) 2:08:50 - Between Hulsel and Lage Mierde (Vooreind & Vloeieind) 2:10:35 - Lage Mierde (Vloeieind & Draaiboom) 2:12:11 - Lage Mierde (Dorpsplein) 2:13:17 - Lage Mierde (Draaiboom & Vloeieind) 2:15:33 - N269 - Between Lage Mierde and Netersel 2:16:51 - Between Lage Mierde and Netersel (Neterselsedijk) 2:20:30 - Netersel (De Lei & Fons van der Heijdenstraat) 2:22:38 - Between Netersel and Westelbeers (Fons van der Heijdenstr.) 2:26:31 - Westelbeers (Broekeindsedijk) 2:27:11 - Between Westelbeers & Middelbeers (Voldijnseweg) 2:28:46 - Middelbeers (Westelbeersedijk) 2:30:54 - Middelbeers (Willibrordstraat & Doornboomstraat) 2:32:25 - N395 - Middelbeers (Hertog Janstraat) 2:33:37 - N395 - Oostelbeers (Andreasstraat) 2:35:04 - N395 - Between Oostelbeers & Oirschot 2:39:21 - Oirschot (Kempenweg & Bestseweg) 2:43:28 - Between Oirschot and Best (Bestseweg) 2:44:42 - Best, Heivelden & Heuveleind (Oirschotseweg & Ringweg) 2:48:12 - Best, Naastenbest & 't Zand (Willem de Zwijgerweg) 2:51:10 - Best, 't Zand (Zandstraat & I.B.C.-weg) 2:55:34 - Best (Eindhovenseweg-Zuid) 2:56:16 - Between Best and Eindhoven (Eindhovensweg-Z. & Boschdijk) 2:58:15 - Eindhoven, Woensel-Noord (Boschdijk) 3:02:24 - Eindhoven, Woensel-Zuid (Lieven de Keylaan & Churchillaan) 3:06:06 - Eindhoven, Woensel-Zuid (Veldmaarschalk Montgomerylaan) 3:07:43 - Eindhoven, Woensel-Zuid (Generalenbuurt) 3:08:49 - Eindhoven, Woensel-Zuid (John F. Kennedylaan) 3:09:38 - Eindhoven, Woensel-Zuid (Ring Road) 3:13:21 - Eindhoven, Strijp (Ring Road) 3:16:21 - Eindhoven, Gestel (Ring Road) 3:18:46 - Eindhoven, Gestel (Hoogstraat)","[{'title': 'Eindhoven, Center (Mauritsstraat & Vonderweg)', 'timestamp': '0:00:00'}, {'title': 'Eindhoven, Center (Fellenoord)', 'timestamp': '0:02:29'}, {'title': 'Eindhoven, Tongelre (Prof. Dr. Dorgelolaan)', 'timestamp': '0:05:23'}, {'title': 'N270 - Eindhoven, Tongelre (Eisenhowerlaan)', 'timestamp': '0:08:19'}, {'title': 'A270 / N270 - Between Eindhoven and Helmond', 'timestamp': '0:10:05'}, {'title': ""N270 - Helmond, West & 't Hout (Europaweg)"", 'timestamp': '0:14:11'}, {'title': 'N270 - Helmond, Binnenstad (Kasteel-Traverse)', 'timestamp': '0:18:12'}, {'title': 'N270 - Helmond, Oost & Rijpelberg (Deurnseweg)', 'timestamp': '0:19:55'}, {'title': 'N270 - Between Helmond and Deurne', 'timestamp': '0:24:20'}, {'title': 'N270 - Deurne (Helmondsingel)', 'timestamp': '0:28:36'}, {'title': 'N270 - Between Deurne and Venray', 'timestamp': '0:31:37'}, {'title': 'Leunen (Zuivelweg & Leunseweg)', 'timestamp': '0:44:09'}, {'title': 'Venray, Brukske (Leunseweg)', 'timestamp': '0:45:29'}, {'title': 'Venray, Centrum-Oost (Zuidsingel & Oostsingel)', 'timestamp': '0:46:26'}, {'title': 'Venray, Landweert (Nieuwe Maasheseweg)', 'timestamp': '0:49:22'}, {'title': 'Venray, Landweert (Keizersveld)', 'timestamp': '0:51:15'}, {'title': 'Venray, Landweert (Nieuwe Maasheseweg)', 'timestamp': '0:55:26'}, {'title': 'Venray, Centrum-Oost (Oostsingel & Stationsweg)', 'timestamp': '0:56:23'}, {'title': 'Venray, Centrum (Julianasingel & Paterslaan)', 'timestamp': '0:58:12'}, {'title': 'Venray, Centrum-West (Langstraat)', 'timestamp': '1:00:29'}, {'title': 'Between Venray and Heide (Heidseweg)', 'timestamp': '1:02:46'}, {'title': 'Heide (Heidseweg & Heidseschoolweg)', 'timestamp': '1:04:12'}, {'title': 'Between Heide and Deurne (Heidseschoolweg)', 'timestamp': '1:04:51'}, {'title': 'N270 - Between Heide and Deurne', 'timestamp': '1:06:11'}, {'title': 'N270 - Deurne (Helmondsingel)', 'timestamp': '1:15:30'}, {'title': 'Deurne (Binderendreef & Vlierdensedreef)', 'timestamp': '1:19:11'}, {'title': 'Between Deurne and Asten (Vlierdensedreef & Deurneseweg)', 'timestamp': '1:23:23'}, {'title': 'A67 - Between Asten and Eindhoven', 'timestamp': '1:29:25'}, {'title': 'A67 / A2 - Randweg Eindhoven', 'timestamp': '1:39:42'}, {'title': 'A67 - Between Eindhoven and Hapert', 'timestamp': '1:45:16'}, {'title': 'N284 - Between Hapert and Bladel', 'timestamp': '1:52:51'}, {'title': 'Bladel (Europalaan & Helleneind)', 'timestamp': '2:00:25'}, {'title': 'Between Bladel and Hulsel (Hulselseweg)', 'timestamp': '2:03:28'}, {'title': 'Hulsel (Willibrordlaan & Vooreind)', 'timestamp': '2:05:59'}, {'title': 'Between Hulsel and Lage Mierde (Vooreind & Vloeieind)', 'timestamp': '2:08:50'}, {'title': 'Lage Mierde (Vloeieind & Draaiboom)', 'timestamp': '2:10:35'}, {'title': 'Lage Mierde (Dorpsplein)', 'timestamp': '2:12:11'}, {'title': 'Lage Mierde (Draaiboom & Vloeieind)', 'timestamp': '2:13:17'}, {'title': 'N269 - Between Lage Mierde and Netersel', 'timestamp': '2:15:33'}, {'title': 'Between Lage Mierde and Netersel (Neterselsedijk)', 'timestamp': '2:16:51'}, {'title': 'Netersel (De Lei & Fons van der Heijdenstraat)', 'timestamp': '2:20:30'}, {'title': 'Between Netersel and Westelbeers (Fons van der Heijdenstr.)', 'timestamp': '2:22:38'}, {'title': 'Westelbeers (Broekeindsedijk)', 'timestamp': '2:26:31'}, {'title': 'Between Westelbeers & Middelbeers (Voldijnseweg)', 'timestamp': '2:27:11'}, {'title': 'Middelbeers (Westelbeersedijk)', 'timestamp': '2:28:46'}, {'title': 'Middelbeers (Willibrordstraat & Doornboomstraat)', 'timestamp': '2:30:54'}, {'title': 'N395 - Middelbeers (Hertog Janstraat)', 'timestamp': '2:32:25'}, {'title': 'N395 - Oostelbeers (Andreasstraat)', 'timestamp': '2:33:37'}, {'title': 'N395 - Between Oostelbeers & Oirschot', 'timestamp': '2:35:04'}, {'title': 'Oirschot (Kempenweg & Bestseweg)', 'timestamp': '2:39:21'}, {'title': 'Between Oirschot and Best (Bestseweg)', 'timestamp': '2:43:28'}, {'title': 'Best, Heivelden & Heuveleind (Oirschotseweg & Ringweg)', 'timestamp': '2:44:42'}, {'title': ""Best, Naastenbest & 't Zand (Willem de Zwijgerweg)"", 'timestamp': '2:48:12'}, {'title': ""Best, 't Zand (Zandstraat & I.B.C.-weg)"", 'timestamp': '2:51:10'}, {'title': 'Best (Eindhovenseweg-Zuid)', 'timestamp': '2:55:34'}, {'title': 'Between Best and Eindhoven (Eindhovensweg-Z. & Boschdijk)', 'timestamp': '2:56:16'}, {'title': 'Eindhoven, Woensel-Noord (Boschdijk)', 'timestamp': '2:58:15'}, {'title': 'Eindhoven, Woensel-Zuid (Lieven de Keylaan & Churchillaan)', 'timestamp': '3:02:24'}, {'title': 'Eindhoven, Woensel-Zuid (Veldmaarschalk Montgomerylaan)', 'timestamp': '3:06:06'}, {'title': 'Eindhoven, Woensel-Zuid (Generalenbuurt)', 'timestamp': '3:07:43'}, {'title': 'Eindhoven, Woensel-Zuid (John F. Kennedylaan)', 'timestamp': '3:08:49'}, {'title': 'Eindhoven, Woensel-Zuid (Ring Road)', 'timestamp': '3:09:38'}, {'title': 'Eindhoven, Strijp (Ring Road)', 'timestamp': '3:13:21'}, {'title': 'Eindhoven, Gestel (Ring Road)', 'timestamp': '3:16:21'}, {'title': 'Eindhoven, Gestel (Hoogstraat)', 'timestamp': '3:18:46'}]",13,24042026
